Ticker,Security,GICS Sector,GICS Sub Industry,TickerInfo,CompanyInfo,CompanyWeb,CompanyOverview
SRCL,Stericycle Inc,Industrials,Environmental & Facilities Services,https://www.nyse.com/quote/XNYS:SWK  ,https://en.wikipedia.org/wiki/Stericycle_Inc                                                        ,http://www.stericycle.com,"Stericycle, Inc. is a business-to-business services provider. The Company focuses on regulated and compliance solutions for healthcare, retail, and commercial businesses. The Company's segments include Domestic and Canada Regulated Waste and Compliance Services (RCS), Domestic Communication and Related Services (CRS), International RCS and All other. The Domestic and Canada RCS and International RCS segments include medical waste disposal, pharmaceutical waste disposal, hazardous waste management, sustainability solutions for expired or unused inventory, secure information destruction of documents and e-media, training and consulting through its Steri-Safe and Clinical Services programs, and other regulatory compliance services. The Domestic CRS segment consists of inbound/outbound communication, automated patient reminders, online scheduling, notifications, product retrievals, product returns and quality audits."
SYK,Stryker Corp.,Health Care,Health Care Equipment,http://www.nasdaq.com/symbol/sbux    ,https://en.wikipedia.org/wiki/Stryker_Corp.                                                         ,http://www.stryker.com/,"Stryker Corporation is a medical technology company. The Company offers a range of medical technologies, including orthopedic, medical and surgical, and neurotechnology and spine products. The Company's segments include Orthopaedics; MedSurg; Neurotechnology and Spine, and Corporate and Other. The Orthopaedics segment includes reconstructive (hip and knee) and trauma implant systems and other related products. The MedSurg segment includes surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling, emergency medical equipment, intensive care disposable products; reprocessed and remanufactured medical devices, and other related products. The Neurotechnology and Spine segment includes neurovascular products, spinal implant systems and other related products. The Company's products include implants, which are used in joint replacement and trauma surgeries, and other products that are used in a range of medical specialties."
STI,SunTrust Banks,Financials,Regional Banks,https://www.nyse.com/quote/XNYS:STT  ,https://en.wikipedia.org/wiki/SunTrust_Banks                                                        ,https://www.suntrust.com,"SunTrust Banks, Inc. is a provider of financial services. The Company's principal subsidiary is SunTrust Bank (the Bank). The Company's business segments include Consumer Banking and Private Wealth Management, Wholesale Banking, Mortgage Banking and Corporate Other. As of December 31, 2016, the Consumer Banking and Private Wealth Management segment consisted of three primary businesses: Consumer Banking, Consumer Lending and Private Wealth Management. The Wholesale Banking segment includes the operations of the Corporate and investment banking (CIB), Commercial and Business Banking, Commercial Real Estate, and Treasury and Payment Solutions businesses. The Mortgage Banking segment offers residential mortgage products nationally through its retail and correspondent channels, the Internet (www.suntrust.com) and by telephone. The Bank provides clients with a selection of full-, self- and assisted-service channels, including branch, call center, Teller Connect machines, mobile and tablet."
SIVB,SVB Financial,Financials,Regional Banks,http://www.nasdaq.com/symbol/srcl    ,https://en.wikipedia.org/wiki/SVB_Financial,http://svb.com/,"SVB Financial Group (SVB Financial), incorporated on March 22, 1999, is a diversified financial services company, as well as a bank holding and a financial holding company. The Company operates through three segments: Global Commercial Bank, SVB Private Bank and SVB Capital. The Company, through its subsidiaries and divisions, offers a range of banking and financial products and services to clients across the United States. The Company offers services in the technology, life science/healthcare, private equity/venture capital and wine industries."
SYMC,Symantec Corp.,Information Technology,Application Software,https://www.nyse.com/quote/XNYS:SYK  ,https://en.wikipedia.org/wiki/Symantec_Corp.                                                        ,https://www.symantec.com/,"Symantec Corporation is a United States-based cyber security company. The Company offers products under categories, such as threat protection, information protection, cyber security services and Website security. Under threat protection, it offers Advanced Threat Protection, Endpoint Protection, Endpoint Protection Cloud, IT Management Suite, Email Security.Cloud, Data Center Security and Cloud Workload Protection products. Under the information protection category, it offers Data Loss Prevention, Encryption, Managed PKI, Service, VIP Access Manager, and Data Loss Prevention and CloudSOC products. The Company also offers consulting services, customer success services, cyber security services and education services. Its cyber security services include DeepSight Intelligence software, which provides an analysis of attacks. The Company offers the Blue Coat Security Platform, which provides Web security solutions for global enterprises and governments."
SYF,Synchrony Financial,Financials,Consumer Finance,https://www.nyse.com/quote/XNYS:STI  ,https://en.wikipedia.org/wiki/Synchrony_Financial                                                   ,https://www.synchronyfinancial.com/,"Synchrony Financial is a consumer financial services company. The Company provides a range of credit products through programs it has established with a group of national and regional retailers, local merchants, manufacturers, buying groups, industry associations and healthcare service providers. The Company's revenue activities are managed through three sales platforms: Retail Card, Payment Solutions and CareCredit. It offers its credit products through its subsidiary, Synchrony Bank (the Bank). Through the Bank, it offers a range of deposit products insured by the Federal Deposit Insurance Corporation (FDIC), including certificates of deposit, individual retirement accounts (IRAs), money market accounts and savings accounts. The Company offers three types of credit products: credit cards, commercial credit products and consumer installment loans. The Company also offers a debt cancellation product. It offers two types of credit cards: private label credit cards and Dual Cards."
SNPS,Synopsys Inc.,Information Technology,Application Software,http://www.nasdaq.com/symbol/symc    ,https://en.wikipedia.org/wiki/Synopsys_Inc.                                                         ,http://www.synopsys.com/,"Synopsys, Inc. provides software, intellectual property (IP) and services. The Company supplies the electronic design automation (EDA) software that engineers use to design and test integrated circuits, also known as chips. It also offers IP products, which are pre-designed circuits that engineers use as components of larger chip designs rather than designing those circuits themselves. It provides software and hardware used to develop the electronic systems that incorporate chips and the software that runs on them. It provides technical services to support its solutions and help its customers develop chips and electronic systems. It is also a provider of software tools that developers use to develop software code in a range of industries, including electronics, financial services, energy, and industrials. It offers products and services in four categories: core EDA; IP, Systems and Software Integrity; Manufacturing Solutions, and Professional Services and Other."
SYY,Sysco Corp.,Consumer Staples,Food Distributors,https://www.nyse.com/quote/XNYS:SYF  ,https://en.wikipedia.org/wiki/Sysco_Corp.                                                           ,http://www.sysco.com,"Sysco Corporation (Sysco) is a distributor of food and related products primarily to the foodservice or food-away-from-home industry. The Company's segments include Broadline, SYGMA and Other. The Broadline segment includes its Broadline operations located in the Bahamas, Canada, Costa Rica, Ireland, Mexico and the United States. Broadline operating companies distribute a full line of food products and a range of non-food products to both traditional and chain restaurant customers, hospitals, schools, hotels, industrial caterers and other venues where foodservice products are served. SYGMA operating companies distribute a full line of food products and a range of non-food products to certain chain restaurant customer locations. The Other segment includes the Company's specialty produce; custom-cut meat operations; lodging industry segments; a company that distributes specialty imported products; a company that distributes to international customers, and Sysco Ventures platform."
TROW,T. Rowe Price Group,Financials,Asset Management & Custody Banks,http://www.nasdaq.com/symbol/snps    ,https://en.wikipedia.org/wiki/T._Rowe_Price_Group                                                   ,https://www3.troweprice.com/,"T. Rowe Price Group, Inc. is a financial services holding company. The Company provides global investment management services through its subsidiaries to investors across the world. The Company provides an array of Company sponsored the United States mutual funds, other sponsored pooled investment vehicles, sub advisory services, separate account management, recordkeeping, and related services to individuals, advisors, institutions, financial intermediaries and retirement plan sponsors. The Company distributes its products in countries located within three geographical regions: North America, Europe Middle East and Africa (EMEA), and Asia Pacific (APAC). It also offers specialized advisory services, including management of stable value investment contracts and a distribution management service for the disposition of equity securities its clients receive from third-party venture capital investment pools. As of December 31, 2016, it serviced clients in 45 countries across the world."
TTWO,Take-Two Interactive,Information Technology,Home Entertainment Software,https://www.nyse.com/quote/XNYS:SYY  ,https://en.wikipedia.org/wiki/Take-Two_Interactive,http://take2games.com/,"Take-Two Interactive Software, Inc., incorporated on October 30, 1993, is a developer, publisher and marketer of entertainment for consumers around the world. The Company develops and publishes products through its two labels, Rockstar Games and 2K. It operates through publishing segment. The Company has a portfolio of software content for the hardware platforms in a range of genres, including action, adventure, family/casual, racing, role-playing, shooter, sports and strategy, which it distributes across the world."
TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",http://www.nasdaq.com/symbol/trow    ,"https://en.wikipedia.org/wiki/Tapestry,_Inc.",https://www.coach.com/,"Tapestry, Inc., formerly Coach, Inc., incorporated on June 1, 2000, is a design house of luxury accessories and lifestyle collections. The Company's product offering uses a range of leathers, fabrics and materials. The Company's segments include North America, International and Stuart Weitzman. The Company's product offering uses a range of leathers, fabrics and materials. The Company’s brands include Coach, Kate Spade, and Stuart Weitzman."
TGT,Target Corp.,Consumer Discretionary,General Merchandise Stores,https://www.nyse.com/quote/XNYS:TGT  ,https://en.wikipedia.org/wiki/Target_Corp.                                                          ,http://investors.target.com/phoenix.zhtml,"Target Corporation (Target) is a general merchandise retailer selling products through its stores and digital channels. Its general merchandise stores offer an edited food assortment, including perishables, dry grocery, dairy and frozen items. Its digital channels include a range of general merchandise, including a range of items found in its stores, along with an assortment, such as additional sizes and colors sold only online. Its owned brands include Archer Farms, Market Pantry, Sutton & Dodge, Art Class, Merona, Threshold, Ava & Viv, Pillowfort, Room Essentials, Wine Cube, Cat & Jack, Simply Balanced and Wondershop. Its exclusive brands include C9 by Champion, Hand Made Modern, Mossimo, DENIZEN from Levi's, Nate Berkus for Target, Fieldcrest, Kid Made Modern, Genuine Kids from OshKosh and Liz Lange for Target. As of January 28, 2017, the Company had 1,802 stores across the United States, including 1,535 owned stores, 107 leased stores and 160 owned buildings on leased land."
TEL,TE Connectivity Ltd.,Information Technology,Electronic Manufacturing Services,https://www.nyse.com/quote/XNYS:TEL  ,https://en.wikipedia.org/wiki/TE_Connectivity                                                       ,http://www.te.com,"TE Connectivity Ltd. is a technology company. The Company designs and manufactures connectivity and sensors solutions. It operates through three segments: Transportation Solutions, Industrial Solutions and Communications Solutions. The Transportation Solutions segment offers connectivity and sensor technologies. Its products are used in the automotive, commercial transportation and sensors markets. It sells primary products, including terminals and connector systems and components, sensors, relays, application tooling, and wire and heat shrink tubing. The Industrial Solutions segment is a supplier of products that connect and distribute power, data and signals. The Industrial Solutions segment offers products, such as terminals and connector systems and components; heat shrink tubing; relays, and wire and cable. The Communications Solutions segment is a supplier of electronic components for the data and devices and appliances markets."
FTI,TechnipFMC,Energy,Oil & Gas Equipment & Services,https://www.nyse.com/quote/XNYS:FTI  ,https://en.wikipedia.org/wiki/TechnipFMC                                                            ,http://www.technipfmc.com/,"TechnipFMC plc is involved in oil and gas projects, and provides related technologies, systems and services. The Company’s segments include subsea, onshore/offshore and surface projects. It offers a range of products and services and integrated solutions. Its Subsea products include trees, manifolds, controls, templates, flowline systems and umbilicals. Its Subsea services include drilling; installation, completion and life of field; asset management; well intervention, and inspection, maintenance and repair, and remotely operated vehicles and manipulator systems. The Onshore segment provides liquefied natural gas, gas treatment, petrochemicals and fertilizers, refining and hydrogen, and mining and metals. Its offshore services include fixed facilities and floating facilities. Its surface project segment offers a product and service platform, which gives customers access to solutions in measurement and production systems, surface wellhead systems and integrated services."
TXN,Texas Instruments,Information Technology,Semiconductors,http://www.nasdaq.com/symbol/txn     ,https://en.wikipedia.org/wiki/Texas_Instruments                                                     ,http://www.ti.com,"Texas Instruments Incorporated designs, makes and sells semiconductors to electronics designers and manufacturers across the world. The Company operates through two segments: Analog and Embedded Processing. As of December 31, 2016, the Company had design, manufacturing or sales operations in more than 30 countries. The Company's Analog segment's product line includes High Volume Analog & Logic (HVAL), Power Management (Power), High Performance Analog (HPA) and Silicon Valley Analog (SVA). HVAL products support applications, such as automotive safety devices, touchscreen controllers, low-voltage motor drivers and integrated motor controllers. The Company's Embedded Processing segment's product line includes Processor, Microcontrollers and Connectivity. Processor products include digital signal processors (DSPs) and applications processors. DSPs perform mathematical computations to process digital data."
TXT,Textron Inc.,Industrials,Aerospace & Defense,https://www.nyse.com/quote/XNYS:TXT  ,https://en.wikipedia.org/wiki/Textron_Inc.                                                          ,http://www.textron.com,"Textron Inc. is a multi-industry company engaged in aircraft, defense, industrial and finance businesses to provide customers with products and services across the world. The Company operates through five segments: Textron Aviation, Bell, Textron Systems, Industrial and Finance. The Textron Aviation segment is engaged in general aviation. The Bell segment supplies military helicopters and support to the United States Government and to military customers outside the United States. The Textron Systems segment is a supplier to the defense, aerospace and general aviation markets. The Industrial segment designs and manufactures a range of products within three product lines: fuel systems and functional components, specialized vehicles and equipment, and tools and test equipment. The Finance segment is a commercial finance business that consists of Textron Financial Corporation (TFC) and its subsidiaries."
TMO,Thermo Fisher Scientific,Health Care,Health Care Equipment,https://www.nyse.com/quote/XNYS:TMO  ,https://en.wikipedia.org/wiki/Thermo_Fisher_Scientific                                              ,http://www.thermofisher.com/,"Thermo Fisher Scientific Inc. develops, manufactures and sells a range of products. The Company provides analytical instruments, equipment, reagents and consumables, software and services for research, manufacturing, analysis, discovery and diagnostics. It operates through four segments: Life Sciences Solutions, Analytical Instruments, Specialty Diagnostics, and Laboratory Products and Services. The Life Sciences Solutions segment provides a portfolio of reagents, instruments and consumables. The Analytical Instruments segment provides a range of instruments, consumables, software and services. The Specialty Diagnostics segment offers a range of diagnostic test kits, reagents, culture media, instruments and associated products. The Laboratory Products and Services segment offers controlled temperature technologies products, growth protection and separation products, and water and laboratory products."
TIF,Tiffany & Co.,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",https://www.nyse.com/quote/XNYS:TIF  ,https://en.wikipedia.org/wiki/Tiffany_%26_Co.                                                       ,http://www.tiffany.com,"Tiffany & Co. is a holding company that operates through its subsidiary companies. The Company's principal subsidiary, Tiffany and Company (Tiffany), is a jeweler and specialty retailer. The Company's segments include Americas, Asia-Pacific, Japan, Europe and Other. Through its subsidiaries, the Company designs and manufactures products and operates TIFFANY & CO. retail stores around the world, and also sells its products through Internet, catalog, business-to-business and wholesale operations. The Company also sells timepieces, leather goods, sterling silverware, china, crystal, stationery, fragrances and accessories. The Americas segment includes sale in Company-operated TIFFANY & CO. stores in the United States, Canada and Latin America. As of January 31, 2017, the Asia-Pacific segment included 85 Company-operated TIFFANY & CO. stores. As of January 31, 2017, the Japan segment included 55 Company-operated TIFFANY & CO. stores. The Other segment consists of non-reportable segments."
TWX,Time Warner Inc.,Consumer Discretionary,Cable & Satellite,https://www.nyse.com/quote/XNYS:TWX  ,https://en.wikipedia.org/wiki/Time_Warner_Inc.                                                      ,http://www.timewarner.com,"Time Warner Inc. is a media and entertainment company. The Company operates through three segments: Turner, which consists of cable networks and digital media properties; Home Box Office, which consists of premium pay television and over the top (OTT) services and premium pay, basic tier television and OTT services internationally, and Warner Bros., which consists of television, feature film, home video, and videogame production and distribution. It also holds interests in companies that operate broadcast networks. The Company holds interest in Central European Media Enterprises Ltd. (CME), which is a broadcasting company that operates television networks in Bulgaria, Croatia, the Czech Republic, Romania, the Slovak Republic and Slovenia and The CW broadcast network (The CW), which includes a lineup of advertising-supported original programming, such as The 100, Arrow, Crazy Ex-Girlfriend, DC's Legends of Tomorrow, The Flash, Frequency, iZombie, Jane the Virgin and No Tomorrow."
TJX,TJX Companies Inc.,Consumer Discretionary,Apparel Retail,https://www.nyse.com/quote/XNYS:TJX  ,https://en.wikipedia.org/wiki/TJX_Companies_Inc.                                                    ,http://www.tjx.com/,"The TJX Companies, Inc. (TJX) is an off-price apparel and home fashions retailer in the United States and across the world. The Company operates through four segments: Marmaxx, HomeGoods, TJX Canada and TJX International. T.J. Maxx and Marshalls chains in the United States were collectively the off-price retailer in the United States with a total of 2,221 stores, as of January 28, 2017. The HomeGoods chain was an off-price retailer of home fashions in the United States with 579 stores. The TJX Canada segment operates the Winners, HomeSense and Marshalls chains in Canada. Winners is the off-price apparel and home fashions retailer in Canada. HomeSense offers home fashions off-price concept in Canada. The TJX International segment operates the T.K. Maxx and HomeSense chains in Europe. With 503 stores, T.K. Maxx operated in the United Kingdom, Ireland, Germany, Poland, Austria and the Netherlands."
TMK,Torchmark Corp.,Financials,Life & Health Insurance,https://www.nyse.com/quote/XNYS:TMK  ,https://en.wikipedia.org/wiki/Torchmark_Corp.                                                       ,http://www.torchmarkcorp.com,"Torchmark Corporation (Torchmark) is an insurance holding company. The Company, through its subsidiaries, provides a range of life and health insurance products and annuities to a base of customers. The Company's segments include life insurance, health insurance, annuities and investment. The life insurance segment includes traditional and interest-sensitive whole life insurance as well as term life insurance. The Health insurance products are guaranteed-renewable and include Medicare Supplement, critical illness, accident and limited-benefit supplemental hospital and surgical coverage's. Annuities include fixed-benefit contracts. The Company markets its insurance products through various distribution channels, each of which sells the products of its insurance segments. Its subsidiaries include American Income Life Insurance Company (American Income) and Liberty National Life Insurance Company (Liberty National)."
TSS,Total System Services,Information Technology,Internet Software & Services,https://www.nyse.com/quote/XNYS:TSS  ,https://en.wikipedia.org/wiki/Total_System_Services                                                 ,http://www.tsys.com,"Total System Services, Inc. (TSYS) is a payment solutions provider that provides payment processing services, merchant services and related payment services to financial and non-financial institutions. The Company's segments include North America Services, Merchant Services, NetSpend and International Services. In addition, it provides general purpose reloadable (GPR) prepaid and payroll cards, and alternative financial service solutions to the underbanked and other consumers. The Company's Merchant Services segment provides third party processing services to merchant acquirers and Independent Sales Organizations (ISOs) and financial institutions. The Company's NetSpend segment is engaged in the provision and sale of prepaid access devices, such as its GPR prepaid debit cards. The Company's services and solutions include Issuing Services, Acquiring Services, Prepaid Solutions and Merchant Solutions."
TSCO,Tractor Supply Company,Consumer Discretionary,Specialty Stores,http://www.nasdaq.com/symbol/tsco    ,https://en.wikipedia.org/wiki/Tractor_Supply_Company                                                ,http://www.tractorsupply.com,"Tractor Supply Company is an operator of rural lifestyle retail stores in the United States. The Company is focused on supplying the needs of recreational farmers and ranchers and others, as well as tradesmen and small businesses. It is engaged in the retail sale of products that support the rural lifestyle. The Company operates retail stores under the names Tractor Supply Company, Del's Feed & Farm Supply and Petsense, and operates Websites under the names TractorSupply.com and Petsense.com. The Company's selection of merchandise consists of various product categories, including equine, livestock, pet and small animal products; hardware, truck, towing and tool products; seasonal products, including heating, lawn and garden items, power equipment, gifts and toys; work/recreational clothing and footwear, and maintenance products for agricultural and rural use. Its brands include 4health, JobSmart, Bit & Bridle, Paws & Claws, Blue Mountain, Redstone, Dumor, Equistages and Royal Wing."
TDG,TransDigm Group,Industrials,Aerospace & Defense,https://www.nyse.com/quote/XNYS:TDG  ,https://en.wikipedia.org/wiki/TransDigm_Group                                                       ,http://www.transdigm.com/,"TransDigm Group Incorporated is a designer, producer and supplier of engineered aircraft components for use on commercial and military aircraft in service. The Company operates through three segments: Power & Control, Airframe and Non-aviation. The Power & Control segment includes operations that primarily develop, produce and market systems and components that provide power to or control power of the aircraft utilizing electronic, fluid, power and mechanical motion control technologies. The Airframe segment includes operations that primarily develop and market systems and components that are used in non-power airframe applications utilizing airframe and cabin structure technologies. The Non-aviation segment includes operations that primarily develop, produce and market products for non-aviation markets. Its product offerings include mechanical/electro-mechanical actuators and controls, engineered latching and locking devices, and seat belts and safety restraints."
TRV,The Travelers Companies Inc.,Financials,Property & Casualty Insurance,https://www.nyse.com/quote/XNYS:TRV  ,https://en.wikipedia.org/wiki/The_Travelers_Companies_Inc.                                          ,https://www.travelers.com/,"The Travelers Companies, Inc. is a holding company. The Company's segments include Business and International Insurance; Bond & Specialty Insurance, and Personal Insurance. Through its subsidiaries, it provides commercial and personal property and casualty insurance products and services. The Business and International Insurance segment offers property and casualty insurance and insurance related services to its clients, in the United States and in Canada, as well as in the United Kingdom, the Republic of Ireland, Brazil and throughout other parts of the world. The Bond & Specialty Insurance segment provides surety, fidelity, management liability, professional liability, and other property and casualty coverages and related risk management services to a range of primarily domestic customers, utilizing various degrees of financially-based underwriting approaches. The Personal Insurance segment writes a range of property and casualty insurance covering individuals' personal risks."
TRIP,TripAdvisor,Consumer Discretionary,Internet & Direct Marketing Retail,http://www.nasdaq.com/symbol/trip    ,https://en.wikipedia.org/wiki/TripAdvisor                                                           ,https://www.tripadvisor.com/,"TripAdvisor, Inc. owns and operates a portfolio of online travel brands. TripAdvisor, the Company's brand, is a travel site. The Company operates through two segments: Hotel and Non-Hotel. The Company's Hotel segment includes click-based advertising and transaction; display-based and subscription-based advertising, and other hotel operations. The Non-Hotel segment includes Attractions, Restaurants and Vacation Rentals businesses. The Company's platform also enables users to compare real-time pricing and availability for these experiences, as well as to book hotels, flights, cruises, vacation rentals, tours, activities and attractions, and restaurants, on either a TripAdvisor site or application, or a travel partner site or application. As of December 31, 2016, the Company's TripAdvisor-branded Websites included tripadvisor.com in the United States and localized versions of the TripAdvisor Website in 48 markets and 28 languages around the world."
FOXA,Twenty-First Century Fox Class A,Consumer Discretionary,Publishing,http://www.nasdaq.com/symbol/foxa    ,https://en.wikipedia.org/wiki/Twenty-First_Century_Fox_Class_A                                      ,http://www.21cf.com,"Twenty-First Century Fox, Inc. is a media and entertainment company. The Company's segments include Cable Network Programming; Television; Filmed Entertainment, and Other, Corporate and Eliminations. The Cable Network Programming segment produces and licenses news, business news, sports, general entertainment, factual entertainment and movie programming for distribution. The Television segment is engaged in the operation of broadcast television stations and the broadcasting of network programming in the United States. The Filmed Entertainment segment is engaged in the production and acquisition of live-action and animated motion pictures for distribution and licensing in all formats in all entertainment media, and the production and licensing of television programming around the world. The Other, Corporate and Eliminations segment consists primarily of corporate overhead and eliminations, and other businesses."
FOX,Twenty-First Century Fox Class B,Consumer Discretionary,Publishing,http://www.nasdaq.com/symbol/fox     ,https://en.wikipedia.org/wiki/Twenty-First_Century_Fox_Class_B                                      ,http://www.21cf.com,"Twenty-First Century Fox, Inc. is a media and entertainment company. The Company's segments include Cable Network Programming; Television; Filmed Entertainment, and Other, Corporate and Eliminations. The Cable Network Programming segment produces and licenses news, business news, sports, general entertainment, factual entertainment and movie programming for distribution. The Television segment is engaged in the operation of broadcast television stations and the broadcasting of network programming in the United States. The Filmed Entertainment segment is engaged in the production and acquisition of live-action and animated motion pictures for distribution and licensing in all formats in all entertainment media, and the production and licensing of television programming around the world. The Other, Corporate and Eliminations segment consists primarily of corporate overhead and eliminations, and other businesses."
TSN,Tyson Foods,Consumer Staples,Packaged Foods & Meats,https://www.nyse.com/quote/XNYS:TSN  ,https://en.wikipedia.org/wiki/Tyson_Foods                                                           ,http://www.tysonfoods.com/,"Tyson Foods, Inc. is a food company, which is engaged in offering chicken, beef and pork, as well as prepared foods. The Company offers food products under Tyson, Jimmy Dean, Hillshire Farm, Sara Lee, Ball Park, Wright, Aidells and State Fair brands. The Company operates through four segments: Chicken, Beef, Pork and Prepared Foods. It operates a vertically integrated chicken production process, which consists of breeding stock, contract growers, feed production, processing, further-processing, marketing and transportation of chicken and related allied products, including animal and pet food ingredients. Through its subsidiary, Cobb-Vantress, Inc. (Cobb), the Company is engaged in supplying poultry breeding stock across the world. It produces a range of fresh, frozen and refrigerated food products. Its products are marketed and sold by its sales staff to grocery retailers, grocery wholesalers, meat distributors, warehouse club stores and military commissaries, among others."
UDR,UDR Inc,Real Estate,Residential REITs,https://www.nyse.com/quote/XNYS:UDR  ,https://en.wikipedia.org/wiki/UDR_Inc                                                               ,http://www.udr.com,"UDR, Inc. is a self-administered real estate investment trust. The Company owns, operates, acquires, renovates, develops, redevelops, disposes of and manages multifamily apartment communities generally located in various markets across the United States. The Company's segments are Same-Store Communities and Non-Mature Communities/Other. As of December 31, 2016, the Company's consolidated real estate portfolio included 127 communities located in 18 markets, with a total of 39,454 completed apartment homes. As of December 31, 2016, the Company also had an ownership interest in 27 communities containing 6,849 apartment homes through unconsolidated joint ventures or partnerships. As of December 31, 2016, the Company's properties were in various locations, such as Orange County, San Francisco and Los Angeles in California; Seattle, Washington; Richmond, Virginia; Baltimore, Maryland; Orlando and Tampa in Florida; Nashville, Tennessee, and Dallas and Austin in Texas."
ULTA,Ulta Salon Cosmetics & Fragrance Inc,Consumer Discretionary,Specialty Stores,http://www.nasdaq.com/symbol/ulta    ,https://en.wikipedia.org/wiki/Ulta_Beauty                                                           ,http://www.ulta.com/,"Ulta Beauty, Inc. is a holding company for the Ulta Beauty group of companies. The Company is a beauty retailer. The Company offers cosmetics, fragrance, skin, hair care products and salon services. The Company offers approximately 20,000 products from over 500 beauty brands across all categories, including the Company’s own private label. The Company also offers a full-service salon in every store featuring hair, skin and brow services. The Company operates approximately 970 retail stores across over 48 states and the District of Columbia and also distributes its products through its Website, which includes a collection of tips, tutorials and social content. The Company offers makeup products, such as foundation, face powder, concealer, color correcting, face primer, blush, bronzer, contouring, highlighter, setting spray, shampoos, conditioners, hair styling products, hair styling tools and perfumes. The Company also offers makeup brushes and tools, and makeup bags and cases."
USB,U.S. Bancorp,Financials,Diversified Banks,https://www.nyse.com/quote/XNYS:USB  ,https://en.wikipedia.org/wiki/U.S._Bancorp                                                          ,http://www.usbank.com,"U.S. Bancorp is a multi-state financial services holding company. The Company provides a full range of financial services, including lending and depository services, cash management, capital markets, and trust and investment management services. It also engages in credit card services, merchant and automated teller machine (ATM) processing, mortgage banking, insurance, brokerage and leasing. The Company's banking subsidiary, U.S. Bank National Association, is engaged in the general banking business, principally in domestic markets. U.S. Bank National Association provides a range of products and services to individuals, businesses, institutional organizations, governmental entities and other financial institutions. As of December 31, 2016, the Company's loan portfolio was $273.2 billion. As of December 31, 2016, its investment securities amounted to $109.3 billion. As of December 31, 2016, the Company's deposits amounted to $334,590 billion."
UAA,Under Armour Class A,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",https://www.nyse.com/quote/XNYS:UA   ,https://en.wikipedia.org/wiki/Under_Armour                                                          ,https://www.underarmour.com/,"Under Armour, Inc. is engaged in the development, marketing and distribution of branded performance apparel, footwear and accessories for men, women and youth. The Company's segments include North America, consisting of the United States and Canada; Europe, the Middle East and Africa (EMEA); Asia-Pacific; Latin America, and Connected Fitness. Its products are sold across the world and worn by athletes at all levels, from youth to professional, on playing fields around the globe, as well as by consumers with active lifestyles. The Company sells its branded apparel, footwear and accessories in North America through its wholesale and direct to consumer channels. As of December 31, 2016, the Company had approximately 151 factory house stores in North America primarily located in outlet centers throughout the United States. In addition, the Company distributes its products in North America through third-party logistics providers with primary locations in Canada, New Jersey and Florida."
UA,Under Armour Class C,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",https://www.nyse.com/quote/XNYS:UAA  ,https://en.wikipedia.org/wiki/Under_Armour                                                          ,https://www.underarmour.com/,"Under Armour, Inc. is engaged in the development, marketing and distribution of branded performance apparel, footwear and accessories for men, women and youth. The Company's segments include North America, consisting of the United States and Canada; Europe, the Middle East and Africa (EMEA); Asia-Pacific; Latin America, and Connected Fitness. Its products are sold across the world and worn by athletes at all levels, from youth to professional, on playing fields around the globe, as well as by consumers with active lifestyles. The Company sells its branded apparel, footwear and accessories in North America through its wholesale and direct to consumer channels. As of December 31, 2016, the Company had approximately 151 factory house stores in North America primarily located in outlet centers throughout the United States. In addition, the Company distributes its products in North America through third-party logistics providers with primary locations in Canada, New Jersey and Florida."
UNP,Union Pacific,Industrials,Railroads,https://www.nyse.com/quote/XNYS:UNP  ,https://en.wikipedia.org/wiki/Union_Pacific                                                         ,http://www.up.com/,"Union Pacific Corporation is a railroad operating company in the United States. The Company operates through its principal operating company, Union Pacific Railroad Company (UPRR). Its business mix includes Agricultural Products, Automotive, Chemicals, Coal, Industrial Products and Intermodal. Its freight traffic consists of bulk, manifest, and premium business. Bulk traffic primarily consists of coal, grain, soda ash, ethanol, rock and crude oil shipped in unit trains-trains transporting a single commodity from one origin to one destination. Manifest traffic includes individual carload or less than train-load business involving commodities, such as lumber, paper, food and chemicals. The transportation of finished vehicles, auto parts, intermodal containers and truck trailers are included as part of its premium business. As of December 31, 2016, its network included 32,070 route miles, linking Pacific Coast and Gulf Coast ports with the Midwest and Eastern United States gateways."
UAL,United Continental Holdings,Industrials,Airlines,https://www.nyse.com/quote/XNYS:UAL  ,https://en.wikipedia.org/wiki/United_Continental_Holdings                                           ,http://ir.united.com/,"United Continental Holdings, Inc. (UAL) is a holding company and its principal subsidiary is United Air Lines, Inc. (United). The Company transports people and cargo through its mainline operations. It has global air rights in North America, Asia-Pacific, Europe, Middle East, Africa and Latin America. The Company, through United and its regional carriers, operates flights from its hubs at Newark Liberty International Airport (Newark Liberty), Chicago O'Hare International Airport (Chicago O'Hare), Denver International Airport (Denver), George Bush Intercontinental Airport (Houston Bush), Los Angeles International Airport (LAX), A.B. Won Pat International Airport (Guam), San Francisco International Airport (SFO) and Washington Dulles International Airport (Washington Dulles). It has contractual relationships with regional carriers to provide regional jet and turboprop service branded as United Express. These regional operations are an extension of the Company's mainline network."
